Date,NATURAL GAS,GOLD,WTI CRUDE,BRENT CRUDE,SOYBEANS,CORN,COPPER,SILVER,LOW SULPHUR GAS OIL,LIVE CATTLE,SOYBEAN OIL,ALUMINIUM,SOYBEAN MEAL,ZINC,ULS DIESEL,NICKEL,WHEAT,SUGAR,COFFEE,LEAN HOGS,HRW WHEAT,COTTON
2000-01-05,-0.003676470588235281,-0.005639760310186648,-0.025048923679060642,-0.027060270602705994,0.010770059235325702,0.0,0.010023584905660465,-0.030697674418604604,-0.0023419203747072626,-0.0014477017734347841,0.010918432883750828,0.01174652241112839,0.018931710615280428,-0.004732510288065872,-0.01814694600177047,-0.0008419533317296501,0.010111223458038499,0.006932409012131657,0.020215053763440904,-0.009887640449438129,0.008211678832116709,0.016361127537946052
2000-01-06,0.012915129151291449,0.0010634526763557695,-0.005218787635487665,-0.004635482511588629,-0.002663825253063412,0.003694581280788256,-0.004086398131932345,-0.008253358925144005,-0.008215962441314506,0.01594780717651334,-0.0012706480304954804,0.0019859456156432476,-0.010617120106171218,0.0022741368616912006,-0.004057099924868468,-0.006620922113879879,-0.005005005005005003,-0.0068846815834767705,-0.01475548060708265,0.0018157058556513839,-0.004524886877828038,0.010085337470907563
2000-01-07,-0.010473588342440832,0.001770538243626163,-0.0225988700564973,-0.02243861134631675,0.007478632478632452,0.01595092024539868,0.0011723329425556983,0.005419005225469453,-0.028402366863905293,0.011416339636104222,0.011450381679389388,0.007470651013874008,0.0,-0.0022689768976897895,-0.023083886541943266,-0.009452253999030491,0.013078470824949617,0.012131715771230622,-0.023106546854942178,0.008155867693701913,0.010000000000000009,0.03609831029185884
2000-01-10,0.01978831109065804,-0.0007069635913750094,0.01857968620974404,0.027717626678215757,-0.011134676564156898,0.007246376811594235,-0.008782201405152179,-0.0009624639076034613,-0.045066991473812434,-0.001410934744268011,-0.011949685534591192,-0.009231234866828086,-0.009389671361502372,-0.01033698573495967,-0.00046332046332042687,-0.0053829214582823415,0.006951340615690249,-0.001712328767123239,0.029785370127025868,0.00044943820224707665,0.007200720072007227,-0.007412898443291294
2000-01-11,0.019855595667869874,0.006013441811107079,0.04458856911228204,0.03750526759376327,0.0016085790884718953,-0.005995203836930418,-0.0035440047253396667,0.0009633911368014392,0.028061224489795977,0.0014129282938890597,-0.008911521323997529,0.002443867420192536,0.007447528774543244,-0.00981825778149159,0.031365883807169315,-0.009532595325953297,0.0009861932938854956,-0.027444253859348233,0.002126754572522316,0.006738544474393482,0.0008936550491509543,0.011575802837938687
2000-01-12,-0.007079646017698948,-0.0024613220815752346,0.019790454016298087,0.0077173030056862935,0.01177730192719495,0.039806996381182236,0.02667457024303488,-0.010009624639076176,0.0,-0.006349206349206438,0.007064868336544627,0.0016760627761693847,0.014112903225806495,0.009071729957805807,0.02576779026217224,0.017199627444892895,0.019704433497536922,-0.03880070546737213,0.009762308998302327,-0.021865238732708625,0.020535714285714324,-0.008490217792543442
2000-01-13,0.0035650623885916666,0.004934790271413636,0.015601217656012079,0.006852075775896971,0.01957671957671958,0.024361948955916368,-0.010969976905311762,0.0019443904335989526,0.03349875930521096,0.002484913028043989,0.028061224489795977,-0.005932461210830575,0.01921802518224003,-0.0014635166213673445,0.011829998539506281,-0.010255158100354045,0.018357487922705307,0.007339449541284404,-0.0033627574611181377,0.0004562043795621751,0.014873140857392775,0.01917349218168285
2000-01-14,0.031083481349911235,-0.000701508242721971,0.04983139752716359,0.019615692554043163,0.007784120394395355,-0.007927519818799578,0.007005253940455258,-0.0005821851348727369,0.026410564225690214,0.0031869688385270933,-0.005583126550868456,0.012088752869165997,0.007802340702210531,0.0014656616415409385,0.06538683602771367,0.002220303441470284,0.005692599620493288,-0.007285974499089298,-0.05061155630535641,0.024167806657546587,0.010344827586206806,0.006757990867579888
2000-01-17,0.0,0.0,0.0,0.007067137809187329,0.0,0.0,0.0,0.0,0.03157894736842115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-18,0.026270456503014517,0.016497016497016626,0.029621698786581163,0.015594541910331383,0.03450051493305861,0.004566210045662045,0.004057971014492789,0.002912621359223211,0.0022675736961450532,-0.0017649135192375764,0.031191515907673217,0.048684608406410534,0.028387096774193488,0.0,0.043761007993496914,0.0,-0.0018867924528301883,-0.029357798165137616,0.02843180808529544,-0.01068566340160293,-0.0034129692832765013,-0.006531204644412147
2000-01-19,0.01426772975241275,0.0024171270718231774,0.023916811091854395,-0.008061420345489512,-0.002488800398208091,0.003409090909090917,0.019053117782909856,0.0015488867376574067,0.0011312217194570096,-0.00777934936350777,-0.011494252873563315,0.017877739331026543,-0.0006273525721455231,0.009617394940413915,0.03881100726895115,0.032369230769230706,0.005671077504725952,0.03780718336483946,0.008207343412526935,0.008100810081008047,0.005136986301369939,0.05460189919649383
2000-01-20,0.05875051717004576,-0.003444712366517444,0.004062288422478133,0.010061919504644079,0.008982035928143617,0.0,-0.01076487252124636,0.016238159675236785,0.029378531073446235,-0.0049893086243764095,-0.003671970624234966,-0.004957507082152923,0.016949152542372836,-0.010561192793539065,0.08034487067349727,-0.0029804482594182335,-0.003759398496240629,0.012750455373406133,-0.04027420736932308,0.004017857142857073,-0.0025553662691651935,-0.005367965367965355
2000-01-21,-0.028917545916373744,0.0013826477704803608,-0.04922454484153749,0.009578544061302763,-0.0004945598417408492,0.009060022650056565,0.0,0.0005706676811869649,0.03293084522502743,0.0003581661891118859,-0.006142506142506221,-0.009537366548042714,0.0018518518518519933,-0.0031393888656341407,0.08142493638676851,0.015783809637689883,-0.002830188679245338,-0.023381294964028743,-0.0071428571428571175,0.015117830146731848,0.000853970964987294,-0.022458217270194925
2000-01-24,0.01730382293762589,-0.005522954780807665,-0.013120567375886516,-0.011005692599620587,0.013359722909450866,0.02020202020202011,-0.018900343642611617,0.006273764258555303,-0.0414452709883103,0.0,0.016687268232385533,-0.008910606496119522,0.01109057301293892,-0.011757295821960945,-0.07647058823529418,-0.006003531489111258,0.0066225165562914245,-0.025782688766114115,0.00629496402877705,-0.009636443276390794,0.005119453924914641,0.003561887800534347
2000-01-25,0.034810126582278444,-0.00520652551197498,0.016169601149838453,0.018419033000767415,0.009765625,0.0011001100110010764,-0.016345592527729158,0.004156433024749662,0.0022172949002217113,0.0,0.0018237082066869803,0.006960556844547661,0.007312614259597838,-0.027405991077119163,0.046670526925304046,0.000236854571293188,-0.0046992481203007586,0.005671077504725952,0.008489722966934732,-0.007518796992481147,-0.00339558573853993,0.02679680567879328
2000-01-26,-0.03555045871559637,-0.00034891835310546515,-0.015558698727015652,-0.015448379804069323,-0.007253384912959349,-0.01978021978021982,-0.001186943620178016,-0.0060206961429915,0.006637168141592875,0.0025062656641603454,0.0,0.0011520737327188613,-0.010889292196007316,-0.007863695937090465,0.019362690860809995,-0.00532796590101825,-0.017941454202077378,0.015037593984962516,0.020381036774479444,0.002228163992869847,-0.017887563884156688,-0.0076045627376425395
2000-01-27,0.0344827586206895,0.0020942408376964927,-0.01867816091954022,-0.019517795637198576,0.02679006332196776,0.012331838565022402,0.0035650623885918886,0.02498580352072688,-0.0241758241758242,-0.006785714285714173,0.038228155339805836,-0.004315304948216303,0.020183486238532167,0.003522677234698346,-0.010420058612829575,0.012022378288299107,0.013461538461538414,0.0018518518518517713,-0.004776378636561107,-0.002223210315695834,0.008673026886383273,0.0019157088122605526
2000-01-28,-0.029885057471264354,-0.014280738418669503,-0.0036603221083455484,0.0023419203747072626,-0.006641366223908873,-0.009966777408637828,-0.011249259917110788,-0.01625115420129275,-0.016891891891891886,0.0028766630708376706,-0.004091174751607252,0.0,-0.008393285371702697,-0.0021939447125932654,0.014697817264450963,0.015643378028699084,-0.014231499051233443,0.01109057301293892,0.0008726003490402423,0.016042780748663166,-0.010318142734307867,-0.0013905788284372944
2000-01-31,0.05134281200631907,0.0007067137809186885,0.01542983100661277,0.011292834890965775,-0.029608404966571134,-0.015659955257270708,0.01736526946107797,-0.0018772292096864707,0.00572737686139746,0.006095374686267752,-0.02699530516431925,0.0034672060098237534,-0.026602176541717037,-0.011653474054529434,0.029077937520268105,0.01389693109438328,-0.013474494706448459,-0.009140767824497242,-0.03138622493461207,-0.004385964912280715,-0.01476976542137276,0.007136640557006135
2000-02-01,0.013899323816679132,-0.0024717514124293904,0.02098408104196814,0.016172506738544534,0.003937007874015741,0.009090909090909038,-0.007651559741024161,-0.012036862892608635,0.007972665148063829,0.00784034212401985,-0.00603136308805774,0.005758710048949123,0.00496894409937898,-0.013348164627363768,-0.18918067226890756,0.002741290691033793,0.006829268292682933,-0.005535055350553542,0.004950495049504955,-0.003083700440528636,0.005291005291005346,-0.01261666090563418
2000-02-02,0.022230455724342457,0.008495575221238783,-0.02374202693125438,-0.017430845017051944,-0.004901960784313708,-0.005630630630630629,-0.024317912218268067,-0.0024747763182942917,0.003389830508474523,-0.006011315417255969,-0.01759708737864074,-0.015173203549957104,0.001854140914709479,-0.015783540022547893,-0.021505376344086002,0.013782890989862073,-0.0029069767441860517,0.020408163265306145,0.0053739364084191,0.005302695536897772,0.0,-0.0015753544547524312
2000-02-03,-0.03624501631025734,0.008073008073008037,0.017422867513611662,0.028152718858465153,-0.012807881773398977,-0.01245753114382786,0.004255319148936065,0.009160305343511421,0.023648648648648685,0.006403415154748959,-0.014206300185299559,0.0040697674418603835,-0.014805675508945182,0.012371134020618513,0.03137826029392299,0.007584269662921361,-0.013605442176870763,0.020000000000000018,0.006236080178173786,0.011428571428571344,-0.013157894736842146,-0.01665497896213175
2000-02-04,0.031214742384355176,0.08077994428969348,0.02818408847663223,0.015378844711177786,0.008982035928143617,0.008027522935779796,0.001815980629539915,0.05370650529500742,-0.007700770077007646,0.0031813361611878754,-0.00877192982456143,-0.004053271569195105,0.01878522229179702,-0.01154107264086901,0.011296534017971593,0.013214385280178487,0.012807881773398977,0.03208556149732611,-0.0004426737494466204,0.003911342894393766,0.01244444444444448,-0.00017828489926907665
